6338.08	-0.0813684	-0.944769	6255.99	0.027134	-1.47451	5942.26	-0.0996338	0.248099	6612.75	-0.0108707	-0.935762	9552.29	0.0822138	-1.41356	9222.85	0.0132176	1.11783	8526.87	0.0369488	-0.995367	9284.04	0.0630421	-2.79655	7500.99	0.09429	3.0733	7022.77	0.18808	-3.00335	8772.54	0.198563	2.40979	5524	-0.0619587	-0.193285	6618.09	-0.0115757	1.51188	9687.19	0.0215674	-0.983676
6338.08	-0.0813684	-0.944769	6255.99	0.027134	-1.47451	5942.26	-0.0996338	0.248099	6612.75	-0.0108707	-0.935762	9552.29	0.0822138	-1.41356	9222.85	0.0132176	1.11783	8526.87	0.0369488	-0.995367	9284.04	0.0630421	-2.79655	7500.99	0.09429	3.0733	7022.77	0.18808	-3.00335	8772.54	0.198563	2.40979	5524	-0.0619587	-0.193285	6618.09	-0.0115757	1.51188	9687.19	0.0215674	-0.983676
28162.6	0.199835	2.05043	7285.07	-0.042613	2.20951	8146	0.041847	0.35696	7669.76	-0.0418165	-2.4899	6076.08	-0.000708029	-1.79074	8096.26	0.0468734	-0.793744	7498.25	0.0492538	1.53526	8380.38	-0.0454695	-1.19699	9266.18	0.00774255	-2.02935	7753.23	0.159331	1.92279	8364.05	0.174703	-2.33389	6279.03	-0.0073275	-2.21392	6439.86	0.0821497	1.16805	9123.36	0.0133274	-1.83808
28162.6	0.199835	2.05043	7285.07	-0.042613	2.20951	8146	0.041847	0.35696	7669.76	-0.0418165	-2.4899	6076.08	-0.000708029	-1.79074	8096.26	0.0468734	-0.793744	7498.25	0.0492538	1.53526	8380.38	-0.0454695	-1.19699	9266.18	0.00774255	-2.02935	7753.23	0.159331	1.92279	8364.05	0.174703	-2.33389	6279.03	-0.0073275	-2.21392	6439.86	0.0821497	1.16805	9123.36	0.0133274	-1.83808
34330.3	0.169219	-2.29288	19610.9	0.151393	-0.750047	5088.35	-0.00617389	-2.94739	5509.51	0.0827723	-1.65601	7359.54	-0.0331553	1.0843	7442.7	-0.0322581	2.61084	6355.63	-0.0884915	-0.567973	6286.81	0.0169713	1.7848	8772.54	0.198563	2.40979	5968.5	0.010709	0.668018	5743.74	0.0875515	1.79017	6692.25	0.103455	2.27276	7971.43	0.0110385	-2.18383	9452.8	0.104288	-3.03881
34330.3	0.169219	-2.29288	19610.9	0.151393	-0.750047	5088.35	-0.00617389	-2.94739	5509.51	0.0827723	-1.65601	7359.54	-0.0331553	1.0843	7442.7	-0.0322581	2.61084	6355.63	-0.0884915	-0.567973	6286.81	0.0169713	1.7848	8772.54	0.198563	2.40979	5968.5	0.010709	0.668018	5743.74	0.0875515	1.79017	6692.25	0.103455	2.27276	7971.43	0.0110385	-2.18383	9452.8	0.104288	-3.03881
34330.3	0.169219	-2.29288	19610.9	0.151393	-0.750047	5088.35	-0.00617389	-2.94739	5509.51	0.0827723	-1.65601	7359.54	-0.0331553	1.0843	7442.7	-0.0322581	2.61084	6355.63	-0.0884915	-0.567973	6286.81	0.0169713	1.7848	8772.54	0.198563	2.40979	5968.5	0.010709	0.668018	5743.74	0.0875515	1.79017	6692.25	0.103455	2.27276	7971.43	0.0110385	-2.18383	9452.8	0.104288	-3.03881
34330.3	0.169219	-2.29288	19610.9	0.151393	-0.750047	5088.35	-0.00617389	-2.94739	5509.51	0.0827723	-1.65601	7359.54	-0.0331553	1.0843	7442.7	-0.0322581	2.61084	6355.63	-0.0884915	-0.567973	6286.81	0.0169713	1.7848	8772.54	0.198563	2.40979	5968.5	0.010709	0.668018	5743.74	0.0875515	1.79017	6692.25	0.103455	2.27276	7971.43	0.0110385	-2.18383	9452.8	0.104288	-3.03881
28162.6	0.199835	2.05043	7285.07	-0.042613	2.20951	40974.5	-0.0243294	-2.48319	8445.54	0.126124	-1.86606	6831.87	0.163231	-0.681434	8096.26	0.0468734	-0.793744	9929.04	-0.0521622	2.71778	8380.38	-0.0454695	-1.19699	9266.18	0.00774255	-2.02935	7753.23	0.159331	1.92279	8364.05	0.174703	-2.33389	6279.03	-0.0073275	-2.21392	6439.86	0.0821497	1.16805	19415.9	-0.0252449	1.27576
28162.6	0.199835	2.05043	7285.07	-0.042613	2.20951	40974.5	-0.0243294	-2.48319	8445.54	0.126124	-1.86606	6831.87	0.163231	-0.681434	8096.26	0.0468734	-0.793744	9929.04	-0.0521622	2.71778	8380.38	-0.0454695	-1.19699	9266.18	0.00774255	-2.02935	7753.23	0.159331	1.92279	8364.05	0.174703	-2.33389	6279.03	-0.0073275	-2.21392	6439.86	0.0821497	1.16805	19415.9	-0.0252449	1.27576
