0.144122,0.49732,1.39918,0.372482,0.19812,0.250998,0.343316,0.420794,0.337059,1.06149,0.130951,0.267377,0.265737,0.20007,0.130424,0.140275,0.0770954,0.559468,0.286543,0.330694,0.31847,0.67781,0.12275,0.348168,0.143308,0.163885,0.150182,0.50183,0.232327,0.0550023,0.188047,0.460893,
1.39918,1.06149,0.67781,0.559468,0.167453,0.0928307,0.173519,0.218836,0.464915,0.347315,0.217304,0.362994,0.21282,0.175377,0.621951,0.12355,0.689635,0.182441,0.559067,0.356296,0.326232,0.175465,0.475555,0.405627,0.650273,0.235736,0.92983,0.292156,0.472479,0.256414,0.351782,0.180936,
1.39918,1.06149,0.92983,0.689635,0.516771,0.492232,0.286187,0.0888064,0.872962,0.368955,0.30909,0.311752,0.437912,0.630217,2.12786,0.112441,0.232022,0.175897,0.314894,0.67234,0.577748,0.263432,0.333527,0.0427981,0.107011,0.176523,0.851283,0.400108,0.416301,0.440078,0.543172,0.199552,
2.12786,1.39918,1.06149,0.92983,0.442815,0.479761,0.119731,0.692676,0.810531,0.396391,0.398373,0.284931,1.92773,0.42907,0.124725,0.334473,0.35245,0.144528,1.3024,0.154458,0.823709,0.388555,0.573566,0.407795,1.22579,0.057848,1.20183,0.392661,0.485246,0.176658,0.35254,0.3749,
2.12786,1.92773,1.39918,1.3024,0.51462,0.305722,0.582056,0.484993,0.23472,1.65765,0.549451,0.323207,0.0464112,2.50428,0.314639,0.125954,0.326626,0.979542,1.0118,0.400506,0.321848,0.555688,0.302075,0.696894,1.23917,0.747272,0.666571,0.380738,0.519558,0.270957,0.682018,0.644932,
2.50428,2.12786,1.92773,1.65765,0.300075,0.650814,0.227008,0.469998,0.329027,0.650946,0.835223,0.608066,0.182316,0.622447,1.57053,0.421243,0.409948,0.539762,0.116169,1.33408,0.553008,0.451854,0.595065,0.817837,0.23371,0.721666,0.0904249,0.728399,1.04769,0.667019,0.414581,0.286035,
2.50428,2.12786,1.92773,1.65765,0.652454,0.585817,0.402618,0.135247,1.93536,0.182694,0.219819,0.196124,0.589382,0.654402,1.20297,0.371249,0.416932,0.734656,0.683458,0.58151,0.518964,0.554986,0.653064,0.628365,0.185421,0.286035,0.447264,0.435257,0.557474,0.989753,0.355963,0.652079,
2.50428,2.12786,1.93536,1.92773,0.750125,0.37647,0.322976,0.290338,0.89236,0.089366,0.831598,0.0269398,0.0980324,0.707236,1.15005,0.862304,1.37405,0.692438,0.554449,0.883225,0.385498,0.0613037,0.355138,0.495599,0.454556,0.784999,0.0699994,0.222848,1.40618,0.319365,0.981484,0.761272,
2.50428,2.12786,1.93536,1.92773,0.224764,0.66002,3.45487,0.69861,0.544157,0.502327,0.94665,0.153474,1.05783,0.516557,0.464042,0.158284,2.76008,0.311234,0.637268,0.270985,0.560257,0.300361,1.46999,0.631125,0.225532,0.994231,0.922338,1.27369,1.82346,0.787823,0.522357,0.3255,
3.45487,2.76008,2.50428,2.12786,1.76986,0.388655,1.47607,0.407693,0.265422,0.246194,1.56514,1.61869,0.483762,0.737272,0.66683,0.481885,1.79372,1.55999,0.81286,0.254161,0.56423,0.815624,0.505267,0.178249,0.335059,1.08229,1.18898,0.819169,1.56386,0.0331523,1.46835,1.08635,
